PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2019-12-21T13:00:00Z,2019-12-21T12:00:00Z,PT60M,26.0,109,0.0,21.1,0,0,0,0,40.0,74.4,0.0,1002.4,70,1.9,131
2019-12-21T14:00:00Z,2019-12-21T13:00:00Z,PT60M,25.7,110,0.0,21.1,0,0,0,0,38.0,75.8,0.0,1002.2,71,2.0,145
2019-12-21T15:00:00Z,2019-12-21T14:00:00Z,PT60M,25.3,118,0.0,21.0,0,0,0,0,35.3,77.0,0.0,1002.5,74,2.3,158
2019-12-21T16:00:00Z,2019-12-21T15:00:00Z,PT60M,24.9,152,0.0,20.7,0,0,0,0,33.4,77.4,0.0,1002.6,76,2.4,169
2019-12-21T17:00:00Z,2019-12-21T16:00:00Z,PT60M,24.6,-140,0.0,20.4,0,0,0,0,32.5,77.8,0.0,1002.5,72,2.2,167
2019-12-21T18:00:00Z,2019-12-21T17:00:00Z,PT60M,24.3,-115,0.0,20.4,0,0,0,0,33.9,78.7,0.0,1002.2,60,1.9,155
2019-12-21T19:00:00Z,2019-12-21T18:00:00Z,PT60M,24.1,-110,0.0,20.4,0,0,0,0,35.4,79.9,0.0,1001.7,42,1.8,142
2019-12-21T20:00:00Z,2019-12-21T19:00:00Z,PT60M,23.9,-109,0.0,20.4,0,0,0,0,35.4,81.1,0.0,1001.6,28,2.2,128
2019-12-21T21:00:00Z,2019-12-21T20:00:00Z,PT60M,23.6,-109,0.0,20.5,0,0,0,0,35.8,82.9,0.0,1001.9,16,2.7,115
2019-12-21T22:00:00Z,2019-12-21T21:00:00Z,PT60M,23.3,-112,0.0,20.6,0,0,0,0,36.6,84.5,0.0,1002.5,11,3.0,101
2019-12-21T23:00:00Z,2019-12-21T22:00:00Z,PT60M,23.5,-115,5.5,20.7,23,45,8,31,37.3,84.3,0.0,1003.1,12,2.8,88
2019-12-22T00:00:00Z,2019-12-21T23:00:00Z,PT60M,24.6,-120,19.2,20.9,123,192,52,175,35.9,80.0,0.0,1003.3,10,2.4,75
2019-12-22T01:00:00Z,2019-12-22T00:00:00Z,PT60M,26.2,-127,19.7,21.0,192,341,168,359,33.9,73.2,0.0,1003.4,8,1.8,63
2019-12-22T02:00:00Z,2019-12-22T01:00:00Z,PT60M,27.8,-137,0.0,20.9,128,813,502,630,33.7,66.5,0.0,1003.3,13,1.2,52
2019-12-22T03:00:00Z,2019-12-22T02:00:00Z,PT60M,29.2,-152,8.8,20.9,231,646,465,696,33.9,60.9,0.0,1002.8,353,0.9,43
2019-12-22T04:00:00Z,2019-12-22T03:00:00Z,PT60M,30.2,-171,22.1,20.7,375,352,274,649,33.3,57.0,0.0,1001.9,319,0.9,39
2019-12-22T05:00:00Z,2019-12-22T04:00:00Z,PT60M,30.7,167,19.4,20.4,351,408,316,667,32.0,54.2,0.0,1000.9,257,0.8,39
2019-12-22T06:00:00Z,2019-12-22T05:00:00Z,PT60M,31.0,148,14.3,20.3,269,528,369,638,31.9,52.8,0.0,999.8,207,1.3,45
2019-12-22T07:00:00Z,2019-12-22T06:00:00Z,PT60M,30.8,134,28.7,20.5,259,286,177,436,32.1,54.1,0.0,999.0,185,1.6,54
2019-12-22T08:00:00Z,2019-12-22T07:00:00Z,PT60M,30.4,125,40.9,20.8,198,95,39,237,32.2,56.5,0.0,998.7,174,1.6,65
2019-12-22T09:00:00Z,2019-12-22T08:00:00Z,PT60M,29.7,119,60.4,21.0,66,12,3,69,33.2,59.7,0.0,999.2,151,1.3,78
2019-12-22T10:00:00Z,2019-12-22T09:00:00Z,PT60M,28.4,114,7.1,20.9,11,21,4,15,33.9,63.7,0.0,1000.1,96,1.5,91
2019-12-22T11:00:00Z,2019-12-22T10:00:00Z,PT60M,27.2,111,0.0,20.4,0,0,0,0,33.3,66.5,0.0,1000.7,71,2.6,104
2019-12-22T12:00:00Z,2019-12-22T11:00:00Z,PT60M,26.3,109,0.0,20.2,0,0,0,0,33.3,69.1,0.0,1001.2,79,2.9,118
2019-12-22T13:00:00Z,2019-12-22T12:00:00Z,PT60M,25.8,109,0.0,20.3,0,0,0,0,32.3,71.7,0.0,1001.7,94,3.2,131
2019-12-22T14:00:00Z,2019-12-22T13:00:00Z,PT60M,25.3,110,0.0,20.3,0,0,0,0,29.1,73.7,0.0,1001.9,95,3.4,145
2019-12-22T15:00:00Z,2019-12-22T14:00:00Z,PT60M,25.0,118,0.0,20.5,0,0,0,0,26.1,76.1,0.0,1001.9,91,3.2,158
2019-12-22T16:00:00Z,2019-12-22T15:00:00Z,PT60M,24.6,152,0.0,20.5,0,0,0,0,24.4,78.0,0.0,1001.6,84,2.8,169
2019-12-22T17:00:00Z,2019-12-22T16:00:00Z,PT60M,24.4,-140,0.0,20.5,0,0,0,0,25.3,79.1,0.0,1001.2,75,2.3,167
2019-12-22T18:00:00Z,2019-12-22T17:00:00Z,PT60M,24.1,-115,0.0,20.5,0,0,0,0,27.7,80.2,0.0,1000.8,72,1.9,156
2019-12-22T19:00:00Z,2019-12-22T18:00:00Z,PT60M,24.0,-110,0.0,20.5,0,0,0,0,28.7,80.9,0.0,1000.5,61,1.7,142
2019-12-22T20:00:00Z,2019-12-22T19:00:00Z,PT60M,23.8,-109,0.0,20.4,0,0,0,0,27.9,81.2,0.0,1000.3,36,1.6,128
2019-12-22T21:00:00Z,2019-12-22T20:00:00Z,PT60M,23.6,-109,0.0,20.4,0,0,0,0,26.8,82.0,0.0,1000.6,19,1.8,115
2019-12-22T22:00:00Z,2019-12-22T21:00:00Z,PT60M,23.3,-112,0.0,20.3,0,0,0,0,27.4,83.4,0.0,1001.0,17,1.8,101
2019-12-22T23:00:00Z,2019-12-22T22:00:00Z,PT60M,23.4,-115,0.0,20.4,22,82,14,36,29.5,83.2,0.0,1001.5,32,1.5,88
2019-12-23T00:00:00Z,2019-12-22T23:00:00Z,PT60M,24.6,-120,0.0,20.7,84,505,138,222,32.4,78.9,0.0,1002.0,39,1.1,75
2019-12-23T01:00:00Z,2019-12-23T00:00:00Z,PT60M,26.3,-127,0.0,20.9,109,729,335,444,34.9,72.4,0.0,1002.5,25,0.9,63
2019-12-23T02:00:00Z,2019-12-23T01:00:00Z,PT60M,27.8,-137,0.0,20.9,123,832,512,635,36.7,66.5,0.0,1002.8,26,0.7,52
2019-12-23T03:00:00Z,2019-12-23T02:00:00Z,PT60M,29.0,-152,31.8,21.0,305,305,214,519,38.7,61.9,0.0,1002.7,350,0.5,43
2019-12-23T04:00:00Z,2019-12-23T03:00:00Z,PT60M,29.8,-171,55.2,21.0,352,31,24,376,40.3,59.4,0.0,1002.2,330,0.6,39
2019-12-23T05:00:00Z,2019-12-23T04:00:00Z,PT60M,29.8,167,60.3,21.1,314,20,16,330,42.0,59.5,0.0,1001.2,355,0.2,39
2019-12-23T06:00:00Z,2019-12-23T05:00:00Z,PT60M,30.0,148,65.9,21.2,244,19,14,257,43.3,59.5,0.0,1000.1,61,0.9,45
2019-12-23T07:00:00Z,2019-12-23T06:00:00Z,PT60M,30.2,135,66.2,21.2,196,16,9,206,43.8,58.8,0.0,999.5,60,1.9,54
2019-12-23T08:00:00Z,2019-12-23T07:00:00Z,PT60M,29.9,125,55.2,21.2,168,28,11,179,43.8,59.5,0.0,999.5,61,2.4,65
2019-12-23T09:00:00Z,2019-12-23T08:00:00Z,PT60M,29.2,119,49.9,21.3,85,40,11,95,43.5,62.5,0.0,1000.0,63,3.0,77
2019-12-23T10:00:00Z,2019-12-23T09:00:00Z,PT60M,28.0,114,6.7,21.2,12,25,4,16,42.8,66.5,0.0,1001.0,70,3.4,90
2019-12-23T11:00:00Z,2019-12-23T10:00:00Z,PT60M,27.1,111,0.0,20.8,0,0,0,0,41.6,68.5,0.0,1001.7,79,3.3,104
2019-12-23T12:00:00Z,2019-12-23T11:00:00Z,PT60M,26.7,109,0.0,20.8,0,0,0,0,40.2,70.3,0.0,1002.4,86,2.6,117
2019-12-23T13:00:00Z,2019-12-23T12:00:00Z,PT60M,26.4,109,0.0,20.9,0,0,0,0,38.4,72.1,0.0,1002.8,83,2.0,131
2019-12-23T14:00:00Z,2019-12-23T13:00:00Z,PT60M,26.0,110,0.0,20.9,0,0,0,0,36.3,73.8,0.0,1002.9,78,2.1,145
2019-12-23T15:00:00Z,2019-12-23T14:00:00Z,PT60M,25.5,118,0.0,20.9,0,0,0,0,35.0,75.7,0.0,1003.2,79,2.0,158
2019-12-23T16:00:00Z,2019-12-23T15:00:00Z,PT60M,25.1,151,0.0,20.9,0,0,0,0,34.4,77.5,0.0,1003.4,74,1.9,169
2019-12-23T17:00:00Z,2019-12-23T16:00:00Z,PT60M,24.7,-140,0.0,20.8,0,0,0,0,33.3,79.1,0.0,1003.1,59,1.8,167
2019-12-23T18:00:00Z,2019-12-23T17:00:00Z,PT60M,24.3,-115,0.0,20.9,0,0,0,0,32.3,81.2,0.0,1002.6,47,1.8,156
2019-12-23T19:00:00Z,2019-12-23T18:00:00Z,PT60M,23.9,-110,0.0,20.9,0,0,0,0,31.8,82.9,0.0,1002.4,41,2.0,142
2019-12-23T20:00:00Z,2019-12-23T19:00:00Z,PT60M,23.7,-109,0.0,20.8,0,0,0,0,30.7,83.6,0.0,1002.3,37,2.0,129
2019-12-23T21:00:00Z,2019-12-23T20:00:00Z,PT60M,23.6,-109,0.0,20.6,0,0,0,0,29.1,83.7,0.0,1002.3,34,1.7,115
2019-12-23T22:00:00Z,2019-12-23T21:00:00Z,PT60M,23.4,-112,0.0,20.5,0,0,0,0,28.0,83.9,0.0,1002.6,34,1.6,101
2019-12-23T23:00:00Z,2019-12-23T22:00:00Z,PT60M,23.6,-115,0.0,20.6,22,79,13,36,27.7,83.5,0.0,1003.3,34,1.7,88
2019-12-24T00:00:00Z,2019-12-23T23:00:00Z,PT60M,24.7,-120,0.0,20.8,82,516,140,222,26.7,79.2,0.0,1003.8,29,1.5,75
2019-12-24T01:00:00Z,2019-12-24T00:00:00Z,PT60M,26.3,-127,0.0,20.7,105,749,343,448,25.4,71.7,0.0,1004.1,21,1.4,63
2019-12-24T02:00:00Z,2019-12-24T01:00:00Z,PT60M,28.0,-137,0.3,19.8,120,844,519,639,24.7,61.2,0.0,1004.1,27,1.7,52
2019-12-24T03:00:00Z,2019-12-24T02:00:00Z,PT60M,29.5,-151,2.0,18.5,146,851,617,763,24.2,51.9,0.0,1003.8,41,2.2,44
2019-12-24T04:00:00Z,2019-12-24T03:00:00Z,PT60M,30.2,-171,2.7,17.8,159,854,665,824,23.9,47.5,0.0,1003.0,46,2.8,39
2019-12-24T05:00:00Z,2019-12-24T04:00:00Z,PT60M,30.6,167,0.0,17.6,125,924,715,840,23.7,45.8,0.0,1001.6,44,3.0,39
2019-12-24T06:00:00Z,2019-12-24T05:00:00Z,PT60M,30.9,148,0.0,17.4,116,906,642,758,23.7,44.3,0.0,1000.3,48,3.4,45
2019-12-24T07:00:00Z,2019-12-24T06:00:00Z,PT60M,30.9,135,0.9,17.0,113,832,490,603,24.0,43.5,0.0,999.7,54,4.0,54
2019-12-24T08:00:00Z,2019-12-24T07:00:00Z,PT60M,30.3,125,0.0,17.2,91,745,316,408,24.6,45.6,0.0,999.7,60,4.3,65
2019-12-24T09:00:00Z,2019-12-24T08:00:00Z,PT60M,29.0,119,11.8,17.9,75,357,92,167,25.1,51.3,0.0,1000.3,68,3.9,77
2019-12-24T10:00:00Z,2019-12-24T09:00:00Z,PT60M,27.4,114,5.2,18.6,13,25,4,17,25.6,58.9,0.0,1001.3,77,3.6,90
2019-12-24T11:00:00Z,2019-12-24T10:00:00Z,PT60M,26.0,111,0.0,19.0,0,0,0,0,26.8,65.2,0.0,1001.9,75,3.4,104
2019-12-24T12:00:00Z,2019-12-24T11:00:00Z,PT60M,25.3,109,0.0,19.6,0,0,0,0,31.3,70.7,0.0,1001.7,60,2.8,117
2019-12-24T13:00:00Z,2019-12-24T12:00:00Z,PT60M,25.1,109,0.0,20.2,0,0,0,0,37.5,74.6,0.0,1001.8,56,2.7,131
2019-12-24T14:00:00Z,2019-12-24T13:00:00Z,PT60M,25.2,110,0.0,20.5,0,0,0,0,41.8,74.8,0.0,1002.2,51,2.8,145
2019-12-24T15:00:00Z,2019-12-24T14:00:00Z,PT60M,25.4,118,0.0,20.6,0,0,0,0,44.9,75.0,0.0,1002.2,34,2.9,158
2019-12-24T16:00:00Z,2019-12-24T15:00:00Z,PT60M,25.5,151,0.0,20.8,0,0,0,0,46.7,75.6,0.0,1002.1,37,2.9,169
2019-12-24T17:00:00Z,2019-12-24T16:00:00Z,PT60M,25.4,-141,0.0,20.9,0,0,0,0,47.5,76.1,0.0,1001.5,40,2.8,167
2019-12-24T18:00:00Z,2019-12-24T17:00:00Z,PT60M,25.3,-115,0.0,21.0,0,0,0,0,50.2,77.0,0.0,1000.2,29,3.4,156
2019-12-24T19:00:00Z,2019-12-24T18:00:00Z,PT60M,25.1,-110,0.0,21.0,0,0,0,0,54.7,77.7,0.0,999.4,24,4.1,142
2019-12-24T20:00:00Z,2019-12-24T19:00:00Z,PT60M,25.1,-109,0.9,21.0,0,0,0,0,58.2,78.0,0.0,999.6,24,4.4,129
2019-12-24T21:00:00Z,2019-12-24T20:00:00Z,PT60M,25.2,-109,11.0,21.0,0,0,0,0,59.6,77.3,0.0,999.5,22,4.8,115
2019-12-24T22:00:00Z,2019-12-24T21:00:00Z,PT60M,25.4,-112,38.5,20.9,0,0,0,0,60.3,76.5,0.0,999.2,24,5.2,101
2019-12-24T23:00:00Z,2019-12-24T22:00:00Z,PT60M,25.2,-115,54.4,21.0,17,8,1,18,61.4,77.4,0.0,999.8,28,4.8,88
2019-12-25T00:00:00Z,2019-12-24T23:00:00Z,PT60M,25.1,-120,43.5,21.3,103,41,10,113,62.6,79.7,0.0,1000.5,30,3.5,75
2019-12-25T01:00:00Z,2019-12-25T00:00:00Z,PT60M,24.9,-127,87.7,21.7,47,1,0,47,63.8,82.2,0.0,1001.1,33,2.6,63
2019-12-25T02:00:00Z,2019-12-25T01:00:00Z,PT60M,24.8,-137,68.3,21.8,159,75,49,208,61.5,83.4,0.0,1001.2,21,2.9,52
2019-12-25T03:00:00Z,2019-12-25T02:00:00Z,PT60M,25.1,-151,15.9,21.7,304,451,327,632,57.5,81.3,0.0,1000.8,12,3.9,44
2019-12-25T04:00:00Z,2019-12-25T03:00:00Z,PT60M,25.7,-171,62.2,21.6,242,85,65,307,56.3,78.1,0.0,1000.3,16,4.6,39
2019-12-25T05:00:00Z,2019-12-25T04:00:00Z,PT60M,26.2,167,83.4,21.6,134,2,2,136,56.5,76.0,0.0,999.3,23,5.2,39
2019-12-25T06:00:00Z,2019-12-25T05:00:00Z,PT60M,26.6,148,95.7,21.7,31,0,0,31,57.3,74.6,0.0,998.3,32,5.6,45
2019-12-25T07:00:00Z,2019-12-25T06:00:00Z,PT60M,27.0,135,71.2,21.9,160,9,5,165,58.3,73.8,0.0,997.8,41,5.8,54
2019-12-25T08:00:00Z,2019-12-25T07:00:00Z,PT60M,26.9,125,68.2,22.0,128,8,4,131,58.0,74.7,0.0,997.6,44,5.8,65
2019-12-25T09:00:00Z,2019-12-25T08:00:00Z,PT60M,26.7,119,85.2,22.1,29,1,0,30,56.9,75.7,0.0,997.7,46,5.5,77
2019-12-25T10:00:00Z,2019-12-25T09:00:00Z,PT60M,26.5,114,50.7,22.0,7,2,0,8,55.4,76.2,0.0,997.9,47,5.3,90
2019-12-25T11:00:00Z,2019-12-25T10:00:00Z,PT60M,26.1,111,38.3,21.8,0,0,0,0,54.7,77.3,0.0,998.2,45,4.7,104
2019-12-25T12:00:00Z,2019-12-25T11:00:00Z,PT60M,26.0,109,32.0,22.0,0,0,0,0,56.1,78.6,0.0,999.0,39,3.8,117
2019-12-25T13:00:00Z,2019-12-25T12:00:00Z,PT60M,25.8,109,31.0,22.2,0,0,0,0,57.4,80.5,0.0,999.7,30,3.7,131
2019-12-25T14:00:00Z,2019-12-25T13:00:00Z,PT60M,25.7,110,31.0,22.2,0,0,0,0,58.4,81.5,0.0,1000.1,34,3.8,145
2019-12-25T15:00:00Z,2019-12-25T14:00:00Z,PT60M,25.6,118,31.8,22.2,0,0,0,0,58.7,81.5,0.0,1000.0,40,3.8,158
2019-12-25T16:00:00Z,2019-12-25T15:00:00Z,PT60M,25.5,150,32.2,22.1,0,0,0,0,59.0,81.5,0.0,999.5,51,3.3,169
2019-12-25T17:00:00Z,2019-12-25T16:00:00Z,PT60M,25.5,-141,30.7,22.1,0,0,0,0,59.9,81.7,0.0,999.0,57,3.0,168
2019-12-25T18:00:00Z,2019-12-25T17:00:00Z,PT60M,25.4,-116,31.1,22.1,0,0,0,0,59.6,81.8,0.0,998.5,54,2.9,156
2019-12-25T19:00:00Z,2019-12-25T18:00:00Z,PT60M,25.3,-110,45.1,22.1,0,0,0,0,59.2,82.3,0.0,998.4,59,2.4,142
2019-12-25T20:00:00Z,2019-12-25T19:00:00Z,PT60M,25.2,-109,42.8,22.1,0,0,0,0,59.1,83.0,0.0,998.6,61,2.2,129
2019-12-25T21:00:00Z,2019-12-25T20:00:00Z,PT60M,25.2,-109,43.8,22.1,0,0,0,0,58.7,83.3,0.0,998.7,61,2.3,115
2019-12-25T22:00:00Z,2019-12-25T21:00:00Z,PT60M,25.1,-112,28.9,22.1,0,0,0,0,58.0,83.2,0.0,998.5,66,2.7,101
2019-12-25T23:00:00Z,2019-12-25T22:00:00Z,PT60M,25.3,-115,35.5,22.1,17,9,1,19,57.6,82.5,0.0,998.9,74,2.8,88
2019-12-26T00:00:00Z,2019-12-25T23:00:00Z,PT60M,26.4,-120,54.5,22.5,88,20,5,93,58.1,78.9,0.0,1000.2,89,2.4,75
2019-12-26T01:00:00Z,2019-12-26T00:00:00Z,PT60M,28.0,-127,46.5,22.7,207,61,29,236,58.0,73.1,0.0,1000.9,101,2.8,63
2019-12-26T02:00:00Z,2019-12-26T01:00:00Z,PT60M,29.3,-137,49.7,22.5,288,38,23,311,56.8,66.7,0.0,1000.9,105,3.7,52
2019-12-26T03:00:00Z,2019-12-26T02:00:00Z,PT60M,30.6,-151,56.4,22.2,301,36,25,326,56.0,61.1,0.0,1000.6,117,4.0,44
2019-12-26T04:00:00Z,2019-12-26T03:00:00Z,PT60M,31.5,-171,28.3,22.1,377,273,214,591,55.8,57.8,0.0,999.7,129,4.2,39
2019-12-26T05:00:00Z,2019-12-26T04:00:00Z,PT60M,31.9,167,23.2,22.1,379,288,223,602,55.6,56.2,0.0,998.6,129,4.6,39
2019-12-26T06:00:00Z,2019-12-26T05:00:00Z,PT60M,31.9,149,20.4,22.2,304,104,75,380,55.9,56.5,0.0,997.9,127,4.9,45
2019-12-26T07:00:00Z,2019-12-26T06:00:00Z,PT60M,31.5,135,11.9,22.3,200,47,27,227,56.1,58.2,0.0,997.7,129,5.1,54
2019-12-26T08:00:00Z,2019-12-26T07:00:00Z,PT60M,30.9,125,38.9,22.5,173,69,28,201,55.5,60.9,0.0,997.7,128,5.2,65
2019-12-26T09:00:00Z,2019-12-26T08:00:00Z,PT60M,29.9,119,56.7,22.7,71,22,5,75,54.7,65.4,0.0,998.3,126,4.6,77
2019-12-26T10:00:00Z,2019-12-26T09:00:00Z,PT60M,28.6,114,39.2,22.7,12,8,1,14,54.3,70.3,0.0,999.2,121,3.8,90
2019-12-26T11:00:00Z,2019-12-26T10:00:00Z,PT60M,27.7,111,23.2,22.5,0,0,0,0,53.5,73.0,0.0,1000.0,112,3.4,104
2019-12-26T12:00:00Z,2019-12-26T11:00:00Z,PT60M,27.2,109,0.0,22.5,0,0,0,0,52.6,75.4,0.0,1000.6,106,2.8,117
2019-12-26T13:00:00Z,2019-12-26T12:00:00Z,PT60M,26.8,109,0.0,22.5,0,0,0,0,52.2,77.3,0.0,1001.1,103,2.2,131
2019-12-26T14:00:00Z,2019-12-26T13:00:00Z,PT60M,26.5,110,0.0,22.4,0,0,0,0,51.8,78.1,0.0,1001.3,95,2.0,145
2019-12-26T15:00:00Z,2019-12-26T14:00:00Z,PT60M,26.2,117,0.0,22.3,0,0,0,0,50.9,79.3,0.0,1001.1,88,2.1,158
2019-12-26T16:00:00Z,2019-12-26T15:00:00Z,PT60M,25.9,150,0.0,22.2,0,0,0,0,50.3,80.0,0.0,1000.9,89,2.1,169
2019-12-26T17:00:00Z,2019-12-26T16:00:00Z,PT60M,25.7,-141,0.0,22.1,0,0,0,0,50.0,80.3,0.0,1000.6,99,2.0,168
2019-12-26T18:00:00Z,2019-12-26T17:00:00Z,PT60M,25.5,-116,0.0,22.0,0,0,0,0,49.6,80.7,0.0,1000.0,110,1.9,156
2019-12-26T19:00:00Z,2019-12-26T18:00:00Z,PT60M,25.4,-110,0.0,21.9,0,0,0,0,49.2,81.0,0.0,999.5,117,1.6,143
2019-12-26T20:00:00Z,2019-12-26T19:00:00Z,PT60M,25.2,-108,0.0,21.7,0,0,0,0,49.3,81.0,0.0,999.7,110,1.3,129
2019-12-26T21:00:00Z,2019-12-26T20:00:00Z,PT60M,25.0,-109,0.0,21.5,0,0,0,0,49.5,81.0,0.0,1000.0,90,1.5,115
2019-12-26T22:00:00Z,2019-12-26T21:00:00Z,PT60M,24.9,-111,0.0,21.3,0,0,0,0,49.5,80.8,0.0,1000.4,87,1.7,101
2019-12-26T23:00:00Z,2019-12-26T22:00:00Z,PT60M,25.0,-115,1.6,21.3,22,55,9,31,49.8,79.7,0.0,1000.8,95,1.7,88
2019-12-27T00:00:00Z,2019-12-26T23:00:00Z,PT60M,25.9,-120,2.5,21.2,90,423,116,206,50.0,75.1,0.0,1001.3,104,1.6,75
2019-12-27T01:00:00Z,2019-12-27T00:00:00Z,PT60M,27.2,-126,5.9,21.0,150,555,252,402,50.0,68.7,0.0,1001.9,116,1.4,63
2019-12-27T02:00:00Z,2019-12-27T01:00:00Z,PT60M,28.7,-136,0.0,20.8,135,787,482,617,49.2,62.4,0.0,1002.3,125,1.3,52
2019-12-27T03:00:00Z,2019-12-27T02:00:00Z,PT60M,30.1,-151,1.5,20.6,160,803,581,741,48.4,56.9,0.0,1002.2,143,1.0,44
2019-12-27T04:00:00Z,2019-12-27T03:00:00Z,PT60M,30.9,-171,16.6,20.5,327,462,359,685,48.3,53.7,0.0,1001.4,195,0.9,39
2019-12-27T05:00:00Z,2019-12-27T04:00:00Z,PT60M,31.3,168,41.6,20.4,393,109,85,477,48.6,52.6,0.0,1000.4,219,1.5,39
2019-12-27T06:00:00Z,2019-12-27T05:00:00Z,PT60M,31.5,149,8.8,20.4,223,639,452,675,49.1,52.0,0.0,999.6,216,1.6,45
2019-12-27T07:00:00Z,2019-12-27T06:00:00Z,PT60M,31.5,135,23.1,20.5,253,346,214,467,49.7,52.3,0.0,999.1,206,1.7,54
2019-12-27T08:00:00Z,2019-12-27T07:00:00Z,PT60M,31.1,125,20.9,21.1,176,338,151,326,50.3,55.4,0.0,999.0,204,1.7,65
2019-12-27T09:00:00Z,2019-12-27T08:00:00Z,PT60M,30.1,119,23.1,21.8,97,185,41,139,51.1,61.2,0.0,999.4,191,1.5,77
2019-12-27T10:00:00Z,2019-12-27T09:00:00Z,PT60M,28.9,114,24.5,22.0,14,17,3,17,52.1,66.5,0.0,1000.2,161,1.5,90
2019-12-27T11:00:00Z,2019-12-27T10:00:00Z,PT60M,28.0,111,23.6,21.9,0,0,0,0,52.7,69.4,0.0,1000.8,141,1.8,103
2019-12-27T12:00:00Z,2019-12-27T11:00:00Z,PT60M,27.4,109,0.0,21.9,0,0,0,0,52.1,71.8,0.0,1001.4,119,2.2,117
2019-12-27T13:00:00Z,2019-12-27T12:00:00Z,PT60M,26.8,108,0.0,21.9,0,0,0,0,50.9,74.4,0.0,1002.0,98,2.6,131
2019-12-27T14:00:00Z,2019-12-27T13:00:00Z,PT60M,26.3,110,0.0,21.8,0,0,0,0,49.8,76.3,0.0,1002.4,84,2.6,145
2019-12-27T15:00:00Z,2019-12-27T14:00:00Z,PT60M,26.0,117,0.0,21.6,0,0,0,0,49.0,76.8,0.0,1002.6,87,2.7,158
2019-12-27T16:00:00Z,2019-12-27T15:00:00Z,PT60M,25.8,149,0.0,21.3,0,0,0,0,48.4,76.5,0.0,1002.2,92,2.7,169
2019-12-27T17:00:00Z,2019-12-27T16:00:00Z,PT60M,25.6,-142,0.0,21.2,0,0,0,0,47.8,76.5,0.0,1001.5,95,2.4,168
2019-12-27T18:00:00Z,2019-12-27T17:00:00Z,PT60M,25.4,-116,0.0,21.2,0,0,0,0,47.3,77.5,0.0,1000.8,95,2.1,156
2019-12-27T19:00:00Z,2019-12-27T18:00:00Z,PT60M,25.3,-110,0.0,21.3,0,0,0,0,46.7,78.6,0.0,1000.5,89,2.0,143
2019-12-27T20:00:00Z,2019-12-27T19:00:00Z,PT60M,25.2,-108,0.0,21.3,0,0,0,0,45.8,79.2,0.0,1000.5,81,2.1,129
2019-12-27T21:00:00Z,2019-12-27T20:00:00Z,PT60M,25.1,-109,0.0,21.3,0,0,0,0,44.7,79.6,0.0,1000.6,79,2.2,115
2019-12-27T22:00:00Z,2019-12-27T21:00:00Z,PT60M,25.1,-111,0.0,21.4,0,0,0,0,44.1,79.9,0.0,1001.0,86,2.1,102
2019-12-27T23:00:00Z,2019-12-27T22:00:00Z,PT60M,25.3,-115,3.0,21.7,22,45,8,29,44.4,80.3,0.0,1001.6,90,2.0,88
2019-12-28T00:00:00Z,2019-12-27T23:00:00Z,PT60M,26.1,-120,21.0,22.0,119,167,44,163,45.0,78.0,0.0,1002.4,81,1.5,75
2019-12-28T01:00:00Z,2019-12-28T00:00:00Z,PT60M,27.3,-126,6.3,22.1,139,570,267,406,45.3,73.3,0.0,1003.1,76,1.3,63
2019-12-28T02:00:00Z,2019-12-28T01:00:00Z,PT60M,28.5,-136,7.5,22.1,199,615,372,571,45.1,68.3,0.0,1003.6,89,1.7,52
2019-12-28T03:00:00Z,2019-12-28T02:00:00Z,PT60M,29.4,-151,20.4,22.0,309,410,292,601,44.9,64.4,0.0,1003.6,98,2.0,44
2019-12-28T04:00:00Z,2019-12-28T03:00:00Z,PT60M,30.1,-170,14.3,21.9,285,547,428,712,44.5,61.6,0.0,1003.0,111,2.3,39
2019-12-28T05:00:00Z,2019-12-28T04:00:00Z,PT60M,30.4,168,25.2,21.6,365,327,254,619,44.2,59.5,0.0,1002.1,117,2.7,39
2019-12-28T06:00:00Z,2019-12-28T05:00:00Z,PT60M,30.7,149,2.8,21.4,156,806,573,729,43.4,57.7,0.0,1001.3,109,3.4,45
2019-12-28T07:00:00Z,2019-12-28T06:00:00Z,PT60M,30.7,135,8.9,21.1,186,624,365,551,41.7,56.8,0.0,1000.6,98,4.3,54
2019-12-28T08:00:00Z,2019-12-28T07:00:00Z,PT60M,30.4,125,1.1,20.8,102,712,305,407,39.4,56.7,0.0,1000.3,99,4.9,65
2019-12-28T09:00:00Z,2019-12-28T08:00:00Z,PT60M,29.5,119,5.7,20.7,80,404,96,177,37.8,59.1,0.0,1000.8,101,4.9,77
2019-12-28T10:00:00Z,2019-12-28T09:00:00Z,PT60M,28.1,114,0.3,20.8,14,55,9,23,37.8,64.5,0.0,1001.6,93,4.2,90
2019-12-28T11:00:00Z,2019-12-28T10:00:00Z,PT60M,27.0,111,0.0,20.9,0,0,0,0,38.0,69.2,0.0,1002.5,77,3.5,103
2019-12-28T12:00:00Z,2019-12-28T11:00:00Z,PT60M,26.4,109,0.0,21.2,0,0,0,0,37.8,73.4,0.0,1003.1,71,3.4,117
